id,team_id,team_active,type,pipeline_source,consequence_type,status,push_eligible,created_utc,created_sthlm,published_utc,pushed_utc,pushed_sthlm,push_latency_min,pushed_hour_sthlm,kickoff_utc,match_id,preview_fixture_id,headline,push_title,push_text,immersive_headline,immersive_context,immersive_context_fallback,talking_points,emotional_context,everyone_talking,everyone_talking_headline,worth_knowing,affected_team_ids,body_len,body
0f0e1da3-4b26-48d5-80ff-13a34515381d,man_city,t,news,routine,,archived,t,2026-08-01 22:55:48.546349+00,2026-08-02 00:55:48.546349,2026-08-01 22:55:47+00,2026-08-01 22:55:51.543+00,2026-08-02 00:55:51.543,0.04994418333333333333,00,,,,Enzo Maresca's first game as Man City manager ended in a 1-1 draw with Inter Milan. City lost 3-1 on penalties.,His first game. A draw.,Man City drew 1-1 with Inter Milan in Maresca's first game. They lost on penalties.,"maresca's first game.
1-1 with inter milan.
city lose on pens.","Like a new flatmate's first dinner in the house, technically fine, but everyone's still figuring out the vibe. The real test is when the bills come.",Enzo Maresca took charge of Man City for the first time in a pre-season friendly against Inter Milan. The game ended 1-1 and City lost on penalties. Phil Foden spoke positively about working under the new manager.,"[""Tell him Maresca's first Man City game ended 1-1 with Inter, then City lost on penalties. See what he makes of the performance."", ""Ask him whether he thinks Foden under Maresca is a different player to Foden under Pep."", ""Tell him Foden said he wants to repay Maresca's faith in him. That's the kind of quote that either ages brilliantly or gets screenshotted forever.""]",,f,,f,{man_city},321,"Enzo Maresca has started his Man City tenure with a 1-1 draw against Inter Milan in pre-season, before losing 3-1 on penalties. Phil Foden spoke about wanting to give Maresca a 'fresh start' and repay the faith shown in him. It's just a friendly, but it gives everyone something to talk about before the real games begin."
93cc337a-2e2c-4642-ae6d-d82a84975d89,man_utd,t,news,routine,,archived,t,2026-08-01 22:56:13.77732+00,2026-08-02 00:56:13.77732,2026-08-01 22:56:12+00,2026-08-01 22:56:15.752+00,2026-08-02 00:56:15.752,0.03291133333333333333,00,,,,Bryan Mbeumo scored twice as Man Utd came from behind to beat Atletico Madrid 2-1 in pre-season.,He scored twice. They won.,Man Utd came from behind to beat Atletico Madrid 2-1. Bryan Mbeumo scored both goals.,"mbeumo brace.
man utd 2-1 atletico.
came from behind.","Like getting a text back from someone you thought had ghosted you, unexpected, satisfying, and you're already telling people about it.",Bryan Mbeumo scored twice as Manchester United came from behind to beat Atletico Madrid 2-1 in a pre-season friendly. Michael Carrick's side showed resilience in getting the win.,"[""Tell him Mbeumo scored twice as Man Utd came from behind to beat Atletico 2-1. He'll have thoughts on whether this changes anything."", ""Ask him how he thinks Mbeumo will fit into Michael Carrick's system this season."", ""Tell him Man Utd came from behind to win it. Coming back from a goal down in pre-season is the kind of thing managers love to talk about.""]",exciting,f,,f,{man_utd},276,"Manchester United beat Atletico Madrid 2-1 in a pre-season friendly, coming from behind thanks to two goals from Bryan Mbeumo. It's the kind of result that gives fans something to feel good about before the real business starts, and Mbeumo's double will have caught attention."
181f70f1-936b-41d5-91d2-4266fe43ea00,spurs,t,news,routine,,archived,t,2026-08-01 22:56:54.786397+00,2026-08-02 00:56:54.786397,2026-08-01 22:56:53+00,2026-08-01 22:56:59.711+00,2026-08-02 00:56:59.711,0.08207671666666666667,00,,,,Spurs beat Chelsea 2-1 in Sydney with 10 men. Richarlison scored and De Zerbi says he wants to keep him despite transfer speculation.,Wanted to leave. Won the game.,10-man Spurs beat Chelsea 2-1. Richarlison scored the winner in Sydney.,"10-man spurs win.
richarlison scores.
de zerbi keeps him.",Like someone announcing they're leaving a group chat and then immediately helping win the pub quiz. Make up your mind.,"Tottenham beat Chelsea 2-1 in a pre-season friendly in Sydney, finishing with 10 men. Richarlison scored the winner, and manager Roberto De Zerbi said he wants to keep him despite speculation about his future.","[""Tell him Spurs beat Chelsea 2-1 with 10 men in Sydney. Richarlison scored the winner. He'll enjoy that."", ""Ask him what he thinks about De Zerbi saying Richarlison 'sometimes wants to leave' but still picking him."", ""Tell him a manager publicly saying a player 'sometimes wants to leave' is an unusual thing to say. See if he thinks it's a problem or just honesty.""]",exciting,t,10-man Spurs beat Chelsea 2-1 in Sydney. Richarlison scored and De Zerbi says he wants to keep him.,f,"{spurs,chelsea}",372,"Tottenham beat Chelsea 2-1 in a pre-season friendly in Sydney, finishing the game with 10 men. Richarlison scored the winner. Manager Roberto De Zerbi was asked about Richarlison's future and said: 'sometimes he wants to leave', but also called him a 'lovely guy' and made clear he wants to keep him. It's the kind of storyline that's going to follow Spurs all pre-season."
d71fbf89-2c32-4f45-9a53-1c8749f5ed9a,west_ham,f,news,routine,,archived,t,2026-08-01 22:57:44.417985+00,2026-08-02 00:57:44.417985,2026-08-01 22:57:43+00,2026-08-01 22:57:47.477+00,2026-08-02 00:57:47.477,0.05098358333333333333,00,,,,The Gold family have agreed to sell their 25.1% West Ham stake to a consortium led by Amanda Staveley.,The Golds are selling up.,The Gold family have agreed to sell their West Ham stake to Amanda Staveley's consortium.,"golds are selling.
staveley buys in.
new era at west ham.",Like when the café you've been going to for years suddenly gets new owners. Probably fine. But everyone's watching the menu.,The Gold family have agreed to sell their 25.1% stake in West Ham to a consortium led by Amanda Staveley. Staveley was previously involved in the Saudi-led takeover of Newcastle United.,"[""Tell him the Gold family have agreed to sell their West Ham stake to Amanda Staveley's consortium. He'll have thoughts on what that means."", ""Ask him what he thinks of Staveley coming in, she's known for the Newcastle takeover, so it's not a neutral name."", ""Tell him this is no longer 'in talks' territory. The deal is confirmed. See how he feels about it.""]",drama,t,Gold family agrees to sell West Ham stake to Staveley-led consortium. New era begins at the club.,t,{west_ham},303,"West Ham's ownership is changing. The Gold family have agreed to sell their 25.1% stake in the club to a consortium led by Amanda Staveley. Staveley is well known for her role in the Newcastle United takeover, so West Ham fans will have an eye on what this means for investment and ambition at the club."
4865f378-4363-4d28-9d57-111870588d49,liverpool,t,news,routine,,archived,t,2026-08-02 06:43:02.769791+00,2026-08-02 08:43:02.769791,2026-08-02 06:43:01+00,2026-08-02 06:43:06.424+00,2026-08-02 08:43:06.424,0.06090348333333333333,08,,,,"Liverpool's new manager Iraola is in a hurry. 'Faster, faster' is his pre-season mantra. Three weeks until the season, and he still needs defenders.",On edge about this one,Liverpool's manager Iraola has three weeks to sign defenders. Injuries are piling up.,"faster, faster.
liv need defenders.
three weeks.",Like when your group chat realises the hen do is three weeks away and nobody's booked anything. The maid of honour is sending voice notes every hour.,"Liverpool's new manager Iraola has been driving intense training sessions in Chicago, shouting 'faster, faster' at every drill. With three weeks until the season and defensive injuries piling up, he's racing to fill his backline.","[""Tell him Liverpool's manager has a motto: 'faster, faster.' The season's three weeks away and the defence isn't sorted."", ""Ask him if he thinks Iraola's intense style will suit Liverpool."", ""He's probably been checking the injury list. Tell him the boss looks just as frustrated.""]",drama,t,"Liverpool's Iraola needs defenders with three weeks to go. 'Faster, faster' is his motto.",f,{liverpool},380,"Liverpool's new boss Andoni Iraola has a catchphrase: 'faster, faster.' He was shouting it across the training pitch in Chicago on Friday, driving every drill.

The Premier League season starts in three weeks. Liverpool still have defensive gaps to fill, and pre-season injuries are making the search more urgent. He's not in a spiral about it. But he's not hanging around either."
b2b1cce8-659f-42dc-8161-0e5f2d3b94b2,arsenal,t,news,routine,,archived,f,2026-08-02 06:48:00.445713+00,2026-08-02 08:48:00.445713,2026-08-02 06:47:59+00,,,,,,,,"Manchester United are reportedly checking whether Arsenal would be open to selling Myles Lewis-Skelly. No formal offer made, just an early inquiry.","Lewis-Skelly, Man Utd interest","Man Utd reportedly asking Arsenal about Lewis-Skelly. No offer yet, just an early inquiry.","lewis-skelly, arsenal.
man utd are asking.","Like when someone texts your best friend to see if you're single before messaging you directly. Flattering, probably nothing.",Manchester United are reportedly making early enquiries about Arsenal's Myles Lewis-Skelly. No offer has been made and nothing is confirmed.,"[""Tell him Man United are reportedly sniffing around one of Arsenal's players, Lewis-Skelly. No offer yet but he'll have thoughts."", ""Ask him: would Arsenal ever sell Lewis-Skelly to a direct rival?"", ""He'll probably say it's nothing. He might be right.""]",drama,t,Man Utd reportedly checking whether Arsenal would sell Lewis-Skelly. No offer made.,f,"{arsenal,man_utd}",240,"Manchester United are reportedly trying to understand whether Arsenal would be open to selling Myles Lewis-Skelly. No bid has been made, and it's not clear Arsenal are interested in selling at all. Very early days, if it even goes anywhere."
be6d3ada-cf59-4271-b471-ba61c6a13e0d,arsenal,t,sunday_brief,routine,,archived,t,2026-08-02 09:17:44.502316+00,2026-08-02 11:17:44.502316,2026-08-02 09:17:42+00,2026-08-02 09:17:50.143+00,2026-08-02 11:17:50.143,0.09401140000000000000,11,,,,"Pre-season in full swing for Arsenal: champions, 4-1 win over Girona, and Real Betis at home this week.",Champions in pre-season,Arsenal beat Girona 4-1 Saturday. Real Betis at the Emirates this Wednesday.,"Champions.
Pre-season.",Arsenal won the league with 85 points and are already looking sharp. Real Betis at home Wednesday.,,"[""Tell him you clocked the Girona result, then let him do the rest."", ""Worth knowing: Real Betis come to the Emirates on Wednesday, so he'll want to watch that."", ""If it goes well all week, he'll be insufferable. Plan Sunday evening accordingly.""]",,f,,f,,399,"Arsenal finished the 2025/26 season as Premier League champions with 85 points, and pre-season is already looking sharp. They beat Girona 4-1 on Saturday, which will have put him in a very good mood. Real Betis come to the Emirates on Wednesday, then Dortmund the following Sunday. Nothing's riding on it yet, but the swagger from last season has not gone anywhere. He will have plans for this week."
242cd631-4ec8-41e7-b6ea-70bffb14c842,aston_villa,t,sunday_brief,routine,,archived,t,2026-08-02 09:20:18.093161+00,2026-08-02 11:20:18.093161,2026-08-02 09:20:16+00,2026-08-02 09:20:21.326+00,2026-08-02 11:20:21.326,0.05388065000000000000,11,,,,"Aston Villa are on pre-season tour this week with Bayern Munich on Friday, after finishing fourth and securing Champions League.",Champions League confirmed,Villa finished 4th last season. Bayern Munich in pre-season on Friday.,"Fourth place.
Champions League.",Villa are on pre-season tour. Bayern on Friday. CL football next season confirmed.,,"[""Tell him Villa are playing Bayern on Friday, which should start a conversation about next season."", ""Fourth place means Champions League, so the summer mood should still be good despite some pre-season losses."", ""Ask him: does the pre-season form matter, or does it all reset once the season starts?""]",,f,,f,,395,"Villa finished fourth in the Premier League last season with 65 points, which means Champions League football next year. Pre-season hasn't been smooth on tour though: a 2-4 loss to Real Sociedad last Monday, then a 1-2 defeat to Porto before that. They play BG Pathum United in Thailand on Tuesday, then Bayern Munich on Friday. Rough opposition for a friendly, but the CL place is what matters."
292bfa48-182a-4b97-b3fa-4ebf33641721,bournemouth,t,sunday_brief,routine,,archived,t,2026-08-02 09:20:27.572895+00,2026-08-02 11:20:27.572895,2026-08-02 09:20:27+00,2026-08-02 09:20:30.166+00,2026-08-02 11:20:30.166,0.04321841666666666667,11,,,,Bournemouth beat Augsburg 5-2 in pre-season and hold sixth place from last season's brilliant campaign.,"Sixth place, Europe secured",Bournemouth beat Augsburg 5-2 in pre-season. Genoa at home Tuesday.,"Sixth place.
Europe next year.",57 points last season. Pre-season win over Augsburg. European football confirmed.,,"[""Let him know Bournemouth are in Europe next season, then watch his face."", ""They beat Augsburg 5-2 in pre-season last Wednesday, so today is a good day to bring it up."", ""Ask him: will European nights at the Vitality feel real to him yet?""]",,f,,f,,387,"Bournemouth had a great 2025/26 season, finishing sixth with 57 points and securing a place in European football next year. Pre-season is going well too: a 5-2 win over FC Augsburg on Wednesday was exactly the kind of result to keep the mood light. This week brings Genoa at home on Tuesday, then Real Betis away next Saturday. Relaxed week overall, but the fixture list is entertaining."
0860cd61-04fe-4732-a5f2-ad9a5e53aa35,brentford,t,sunday_brief,routine,,archived,t,2026-08-02 09:20:35.738247+00,2026-08-02 11:20:35.738247,2026-08-02 09:20:35+00,2026-08-02 09:20:38.517+00,2026-08-02 11:20:38.517,0.04631255000000000000,11,,,,Brentford head into pre-season quietly after a solid ninth-place finish last season on 53 points.,"Ninth place, Rennes Saturday",Brentford finished 9th last season. First pre-season game vs Rennes on Saturday.,"Ninth place.
Rennes Saturday.",53 points last season. Pre-season starts with Rennes away this Saturday.,,"[""Tell him Rennes away is this Saturday if he hasn't clocked the pre-season schedule."", ""Ninth place and 53 points last season. Not a lot to complain about from where they were."", ""Ask him: any summer business he's hoping for before the transfer window closes?""]",,f,,f,,364,"Brentford ended the 2025/26 Premier League season in ninth place with 53 points, a solid if unfussy campaign. Pre-season proper gets going soon: Rennes away next Saturday is the first real outing, then Eintracht Frankfurt at home the week after. Nothing to set the pulse racing just yet, but if he follows them, ninth place is a fine foundation for the new season."
0da3941d-f55b-4cd3-96d2-0900c25160e2,brighton,t,sunday_brief,routine,,archived,t,2026-08-02 09:20:44.109179+00,2026-08-02 11:20:44.109179,2026-08-02 09:20:43+00,2026-08-02 09:20:46.508+00,2026-08-02 11:20:46.508,0.03998035000000000000,11,,,,Brighton beat Strasbourg 4-3 in pre-season yesterday and have AS Roma at the Amex this Saturday.,Brighton beat Strasbourg 4-3,Eighth place last season. AS Roma at the Amex this Saturday.,"Eighth place.
Roma Saturday.",Brighton beat Strasbourg 4-3 on Saturday. Roma at the Amex this Saturday.,,"[""Tell him Brighton beat Strasbourg 4-3 yesterday, which he'll probably already know."", ""AS Roma come to the Amex this Saturday, which is a decent enough pre-season test."", ""Ask him: does eighth place feel like a success for Brighton at this stage of the club?""]",,f,,f,,376,"Brighton had another decent campaign in 2025/26, finishing eighth with 53 points. Pre-season has already produced a proper match: a 4-3 win over Strasbourg on Saturday was an entertaining one if he was watching. This week is relatively quiet, with AS Roma the next fixture at the Amex on Saturday. Not a bad warmup for the new season, and the style of football is still there."
b0310c43-c5b2-4829-b40f-a4a8b57b65ab,burnley,f,sunday_brief,routine,,archived,t,2026-08-02 09:20:51.961411+00,2026-08-02 11:20:51.961411,2026-08-02 09:20:51+00,2026-08-02 09:20:53.576+00,2026-08-02 11:20:53.576,0.02690981666666666667,11,,,,"Burnley's Premier League chapter is closed: 19th place and 22 points meant relegation, Championship ahead.",Relegated. Torino today.,Burnley went down 19th last season. Pre-season continues with Torino at home today.,"Relegated.
Championship ahead.","Burnley finished 19th on 22 points. Pre-season underway, Championship football next.",,"[""Today's pre-season game vs Torino is on if he wants something to watch this afternoon."", ""Worth noting: Burnley vs West Ham on August 16 will be a Championship fixture, two relegated clubs."", ""Ask him: does he think they can bounce straight back up like last time?""]",,f,,f,,408,"Burnley finished 19th in the Premier League last season with just 22 points, which meant relegation. It was a hard campaign. Pre-season is underway though: they drew 2-2 with Espanyol last Tuesday, and today they host Torino at Turf Moor. The Championship season is ahead, and clubs have bounced back from worse. Notts County on Saturday, then a fixture against West Ham on August 16th, both relegated teams."
